Machine_ID,Temperature,Vibration,Pressure,Humidity,Operational_Hours,Failure_Predicted,Critical_Metric
825,93.32279713640601,0.4077176685003172,139.54842916936107,28.14110629781411,2053.9081435187354,1,Humidity_Low
881,113.26461642365693,0.5447212087454831,136.17960373649262,37.91340469386624,3099.0562480926865,1,Operational_Hours
817,93.32287279429441,0.7620573846018239,135.29408563434052,58.13506050217461,2147.868719423068,1,Vibration
411,85.53465300436612,0.487959336133559,135.47268335627797,70.4752438418027,1567.3488182379137,0,None
572,81.7025958899547,0.5084968137037708,164.7860906626605,52.57917423850329,815.1883533488929,0,None
112,109.06044658275385,0.6259167129610814,178.28830085458048,22.317366201674204,1252.2945623698652,1,Humidity_Low
379,97.93096323836028,0.4516750457520893,160.21749643784835,29.649576096597592,1686.3504693427199,1,Humidity_Low
199,121.6323594928069,0.2988119680755291,128.03421137350506,24.709186204415566,1454.7456662591503,1,Temperature
526,91.11279742646369,0.7232016389525178,159.4801573455406,31.064062405720666,2012.0650830604263,1,Vibration
115,97.31996629048619,0.7526368240355998,93.35976260182025,44.87279703466684,1605.9659827423254,1,Vibration
261,88.11140742215971,0.5131573967908069,160.13338052056775,39.097654992461074,1523.0695191229165,0,None
837,91.51679477194767,0.5538329603276176,171.45272094517748,31.691020776711404,2479.443794394985,0,None
325,88.42644740809146,0.42000863768593355,161.66736013642597,36.37750054088194,2365.209166580151,0,None
410,91.92351512383644,0.478879401636848,170.0883838452325,29.11029643169453,1729.1608256498669,1,Humidity_Low
452,108.2024783732468,0.569643867339144,183.2774624887546,48.05942406314601,1869.7435193841668,1,Pressure
908,88.15313409588448,0.4727723898854919,146.21164142376418,21.662644969888415,2638.82589268404,1,Humidity_Low
537,97.383545542891,0.33806400171024575,155.17595134681218,20.823562719582785,1841.3255595904861,1,Humidity_Low
338,104.50934461805915,0.6496139636951632,114.505103696227,36.798319354502254,1608.43523045171,0,None
231,85.75939091017469,0.6039096440378393,172.07007533456752,44.33250827681469,2353.5790153166345,0,None
603,90.55631509175706,0.39939631420796085,153.4874609740305,32.82627712549172,2535.314165216583,0,None
527,109.36742463535258,0.48950202989810465,164.54349740040874,55.13870814074066,2560.232074929524,0,None
270,100.97400166268784,0.6922324755444399,149.94247794682,26.95290552053997,2441.698421228033,1,Humidity_Low
918,97.36062651407312,0.2876109981954441,126.39428787297618,35.8320214773619,1571.2857995315223,0,None
419,115.19994860765773,0.2197797201608287,168.77170272499535,75.61272012126267,1897.9822766342331,1,Humidity_High
783,106.11927192731157,0.337367806217317,162.57999174913644,70.86829285314036,1854.4434261522106,0,None
470,102.51484415021537,0.5336015742661993,157.0053183912406,55.72419698817681,1203.9024871182535,0,None
181,96.46006088746516,0.6905063640560017,116.30542082252117,32.58152868328931,2889.7795421036903,0,None
167,89.99784652610435,0.6631597427532272,143.30756788091756,28.244865584019433,1267.042835746024,1,Humidity_Low
776,82.08672451958816,0.5886864686582761,130.90114484765522,57.85811992424948,2717.562945652113,0,None
68,104.62782255525774,0.5016338084112892,179.7279850693277,40.85500179296105,1807.0842499442492,0,None
107,95.86381019240252,0.5269024073176247,164.03566744234058,34.18734278953634,1031.4892962753802,0,None
45,94.90347818248347,0.6433352502881992,154.80113858593438,57.44065820775517,2099.892310709712,0,None
467,90.39495618366851,0.5067516857174325,138.18485694180077,21.830223208542726,1647.6257441087705,1,Humidity_Low
323,102.7451635772394,0.46118458075177504,111.13086297426355,37.75718362428598,1046.9626770069158,0,None
806,104.05204080322888,0.43621594435264155,166.36707461654322,77.87923957010432,1322.5693932584863,1,Humidity_High
803,99.42530481534605,0.6431567757449291,148.99785082419413,49.04838369143966,2051.1299925857866,0,None
436,103.14817204515823,0.5936107550109697,109.78435462828244,33.82856420957078,2080.8953440258188,0,None
959,123.46647030526562,0.5900054242764072,147.7007646744501,59.86549866133588,1303.1152747322167,1,Temperature
155,99.01547475574567,0.5239145580653787,151.27792383300357,43.128177596981004,2503.0508530126244,0,None
731,94.9464168273559,0.40288293351756094,163.45273437136188,70.5662813207316,2146.4284603212363,0,None
239,104.262587307781,0.445050145369596,138.31249449377356,59.891448542978004,1955.4789402517501,0,None
114,119.10064953099034,0.35043204837429837,118.40138940657752,57.69949895510445,2914.3877146941127,0,None
299,96.00550970737125,0.5159250468373703,122.7411810558398,40.82303056354281,1483.912552793603,0,None
14,101.21675016492829,0.6563404745028929,163.77793333215865,66.89678601100337,2206.6925104335764,0,None
707,109.36445725831116,0.50381180001794,137.49508154885652,76.6617646573407,2765.876512212965,1,Humidity_High
580,111.33079879559722,0.4684396876614142,148.77010471430228,39.71995968672668,1907.524291469482,0,None
953,114.01344831291959,0.28210684798050906,144.23737094546547,59.454994184489266,1266.50127002342,0,None
800,91.70035402462038,0.5272796389530264,161.84411363288078,36.51726712343393,1586.5932341535167,0,None
558,100.20334181705243,0.5278081047967944,138.2060440860135,50.160514846610184,2078.087528629999,0,None
489,99.54296039339765,0.7680570840769001,168.7359043250798,67.43200012446421,2652.38659312613,1,Vibration
533,112.2487056419366,0.37871321837909755,129.56173351146143,45.363331549405444,1874.37877641074,0,None
622,96.1799104442218,0.3880371766319546,190.23728526253123,53.933530234937834,2994.8465387575666,1,Pressure
584,107.849575212405,0.24587611923117753,166.8517759291396,26.616796909573335,2550.2791200243455,1,Humidity_Low
